locality,bhk,furnished,condition,type,price
Hadapsar,5,Furnished,Buy,PreOwned,31245260
Hadapsar,5,Furnished,Buy,PreOwned,30752668
Hadapsar,5,Furnished,Buy,PreOwned,30663738
Hadapsar,5,Furnished,Buy,PreOwned,31304024
Hadapsar,5,Furnished,Buy,PreOwned,31357539
Hadapsar,5,Furnished,Buy,PreOwned,30513873
Hadapsar,5,Furnished,Buy,PreOwned,30359217
Hadapsar,5,Furnished,Buy,PreOwned,31506252
Hadapsar,5,Non-Furnished,Rent,None,129028
Hadapsar,5,Non-Furnished,Rent,None,132242
Hadapsar,5,Non-Furnished,Rent,None,129870
Hadapsar,5,Non-Furnished,Rent,None,131663
Hadapsar,5,Non-Furnished,Rent,None,129060
Hadapsar,5,Non-Furnished,Rent,None,129679
Hadapsar,5,Non-Furnished,Rent,None,131550
Hadapsar,5,Non-Furnished,Rent,None,128905
Hadapsar,5,Non-Furnished,Rent,None,129188
Hadapsar,5,Non-Furnished,Rent,None,132385
Hadapsar,5,Non-Furnished,Rent,None,131164
Hadapsar,5,Non-Furnished,Rent,None,131364
Hadapsar,5,Non-Furnished,Buy,New,31840003
Hadapsar,5,Non-Furnished,Buy,New,31088599
Hadapsar,5,Non-Furnished,Buy,New,31877619
Hadapsar,5,Non-Furnished,Buy,New,31245367
Hadapsar,5,Non-Furnished,Buy,New,30835230
Hadapsar,5,Non-Furnished,Buy,New,31729431
Hadapsar,5,Non-Furnished,Buy,New,32298695
Hadapsar,5,Non-Furnished,Buy,New,30727338
Hadapsar,5,Non-Furnished,Buy,New,32267882
Hadapsar,5,Non-Furnished,Buy,New,30971043
Hadapsar,5,Non-Furnished,Buy,New,32185753
Hadapsar,5,Non-Furnished,Buy,New,32213998
Hadapsar,5,Non-Furnished,Buy,PreOwned,29998299
Hadapsar,5,Non-Furnished,Buy,PreOwned,30202614
Hadapsar,5,Non-Furnished,Buy,PreOwned,30038560
Hadapsar,5,Non-Furnished,Buy,PreOwned,30081780
Hadapsar,5,Non-Furnished,Buy,PreOwned,30404923
Hadapsar,5,Non-Furnished,Buy,PreOwned,29729822
Hadapsar,5,Non-Furnished,Buy,PreOwned,30341796
Hadapsar,5,Non-Furnished,Buy,PreOwned,30563306
Hadapsar,5,Non-Furnished,Buy,PreOwned,29820539
Hadapsar,5,Non-Furnished,Buy,PreOwned,30371835
Hadapsar,5,Non-Furnished,Buy,PreOwned,29702881
Hadapsar,5,Non-Furnished,Buy,PreOwned,30363960
Magarpatta,1,Furnished,Rent,None,27948
Magarpatta,1,Furnished,Rent,None,27751
Magarpatta,1,Furnished,Rent,None,29133
Magarpatta,1,Furnished,Rent,None,28242
Magarpatta,1,Furnished,Rent,None,25645
Magarpatta,1,Furnished,Rent,None,32370
Magarpatta,1,Furnished,Rent,None,22118
Magarpatta,1,Furnished,Rent,None,25663
Magarpatta,1,Furnished,Rent,None,24328
Magarpatta,1,Furnished,Rent,None,19633
Magarpatta,1,Furnished,Rent,None,24832
Magarpatta,1,Furnished,Rent,None,24850
Magarpatta,1,Furnished,Buy,New,7103325
Magarpatta,1,Furnished,Buy,New,5982803
Magarpatta,1,Furnished,Buy,New,6218188
Magarpatta,1,Furnished,Buy,New,6302904
Magarpatta,1,Furnished,Buy,New,6408063
Magarpatta,1,Furnished,Buy,New,7436324
Magarpatta,1,Furnished,Buy,New,6528219
Magarpatta,1,Furnished,Buy,New,7462818
Magarpatta,1,Furnished,Buy,New,6357181
Magarpatta,1,Furnished,Buy,New,5763732
Magarpatta,1,Furnished,Buy,New,5419875
Magarpatta,1,Furnished,Buy,New,7326725
Magarpatta,1,Furnished,Buy,PreOwned,4752543
Magarpatta,1,Furnished,Buy,PreOwned,4832806
Magarpatta,1,Furnished,Buy,PreOwned,5446290
Magarpatta,1,Furnished,Buy,PreOwned,4676278
Magarpatta,1,Furnished,Buy,PreOwned,5468770
Magarpatta,1,Furnished,Buy,PreOwned,5699825
Magarpatta,1,Furnished,Buy,PreOwned,5051883
Magarpatta,1,Furnished,Buy,PreOwned,5376375
Magarpatta,1,Furnished,Buy,PreOwned,4515736
Magarpatta,1,Furnished,Buy,PreOwned,5494699
Magarpatta,1,Furnished,Buy,PreOwned,5262213
Magarpatta,1,Furnished,Buy,PreOwned,5291706
Magarpatta,1,Non-Furnished,Rent,None,17352
Magarpatta,1,Non-Furnished,Rent,None,17348
Magarpatta,1,Non-Furnished,Rent,None,20703
Magarpatta,1,Non-Furnished,Rent,None,16696
Magarpatta,1,Non-Furnished,Rent,None,17829
Magarpatta,1,Non-Furnished,Rent,None,17943
Magarpatta,1,Non-Furnished,Rent,None,16500
Magarpatta,1,Non-Furnished,Rent,None,20078
Magarpatta,1,Non-Furnished,Rent,None,16765
Magarpatta,1,Non-Furnished,Rent,None,16098
Magarpatta,1,Non-Furnished,Rent,None,20103
Magarpatta,1,Non-Furnished,Rent,None,18635
Magarpatta,1,Non-Furnished,Buy,New,5692678
Magarpatta,1,Non-Furnished,Buy,New,5843081
Magarpatta,1,Non-Furnished,Buy,New,5777302
Magarpatta,1,Non-Furnished,Buy,New,5756339
Magarpatta,1,Non-Furnished,Buy,New,4614511
Magarpatta,1,Non-Furnished,Buy,New,7073377
Magarpatta,1,Non-Furnished,Buy,New,6263650
Magarpatta,1,Non-Furnished,Buy,New,5754144
Magarpatta,1,Non-Furnished,Buy,New,6680521
Magarpatta,1,Non-Furnished,Buy,New,6576499
Magarpatta,1,Non-Furnished,Buy,New,5830026
Magarpatta,1,Non-Furnished,Buy,New,5489720
Magarpatta,1,Non-Furnished,Buy,PreOwned,4233484
Magarpatta,1,Non-Furnished,Buy,PreOwned,4074300
Magarpatta,1,Non-Furnished,Buy,PreOwned,4422547
Magarpatta,1,Non-Furnished,Buy,PreOwned,4134214
Magarpatta,1,Non-Furnished,Buy,PreOwned,4471231
Magarpatta,1,Non-Furnished,Buy,PreOwned,4011898
Magarpatta,1,Non-Furnished,Buy,PreOwned,4433334
Magarpatta,1,Non-Furnished,Buy,PreOwned,4370088
Magarpatta,1,Non-Furnished,Buy,PreOwned,3886865
Magarpatta,1,Non-Furnished,Buy,PreOwned,4274124
Magarpatta,1,Non-Furnished,Buy,PreOwned,4438373
Magarpatta,1,Non-Furnished,Buy,PreOwned,4294659
Magarpatta,2,Furnished,Rent,None,38320
Magarpatta,2,Furnished,Rent,None,38965
Magarpatta,2,Furnished,Rent,None,41797
Magarpatta,2,Furnished,Rent,None,36382
Magarpatta,2,Furnished,Rent,None,39529
Magarpatta,2,Furnished,Rent,None,42701
Magarpatta,2,Furnished,Rent,None,40961
Magarpatta,2,Furnished,Rent,None,42131
Magarpatta,2,Furnished,Rent,None,41676
Magarpatta,2,Furnished,Rent,None,35539
Magarpatta,2,Furnished,Rent,None,34117
Magarpatta,2,Furnished,Rent,None,37737
Magarpatta,2,Furnished,Buy,New,10936289
Magarpatta,2,Furnished,Buy,New,10237000
Magarpatta,2,Furnished,Buy,New,9001772
Magarpatta,2,Furnished,Buy,New,11874483
Magarpatta,2,Furnished,Buy,New,10854896
Magarpatta,2,Furnished,Buy,New,9503009
Magarpatta,2,Furnished,Buy,New,10318710
Magarpatta,2,Furnished,Buy,New,10650205
Magarpatta,2,Furnished,Buy,New,10648038
Magarpatta,2,Furnished,Buy,New,10029748
Magarpatta,2,Furnished,Buy,New,8832218
Magarpatta,2,Furnished,Buy,New,10365691
Magarpatta,2,Furnished,Buy,PreOwned,8659570
Magarpatta,2,Furnished,Buy,PreOwned,8741793
Magarpatta,2,Furnished,Buy,PreOwned,9518446
Magarpatta,2,Furnished,Buy,PreOwned,9295907
Magarpatta,2,Furnished,Buy,PreOwned,7859299
Magarpatta,2,Furnished,Buy,PreOwned,8786043
Magarpatta,2,Furnished,Buy,PreOwned,9215461
Magarpatta,2,Furnished,Buy,PreOwned,8360239
Magarpatta,2,Furnished,Buy,PreOwned,7941718
Magarpatta,2,Furnished,Buy,PreOwned,8228284
Magarpatta,2,Furnished,Buy,PreOwned,9410985
Magarpatta,2,Furnished,Buy,PreOwned,8842893
Magarpatta,2,Non-Furnished,Rent,None,29371
Magarpatta,2,Non-Furnished,Rent,None,30369
Magarpatta,2,Non-Furnished,Rent,None,32116
Magarpatta,2,Non-Furnished,Rent,None,31598
Magarpatta,2,Non-Furnished,Rent,None,28414
Magarpatta,2,Non-Furnished,Rent,None,31184
Magarpatta,2,Non-Furnished,Rent,None,32880
Magarpatta,2,Non-Furnished,Rent,None,31477
Magarpatta,2,Non-Furnished,Rent,None,32191
Magarpatta,2,Non-Furnished,Rent,None,31361
Magarpatta,2,Non-Furnished,Rent,None,32475
Magarpatta,2,Non-Furnished,Rent,None,30785
Magarpatta,2,Non-Furnished,Buy,New,9103834
Magarpatta,2,Non-Furnished,Buy,New,9715527
Magarpatta,2,Non-Furnished,Buy,New,9466824
Magarpatta,2,Non-Furnished,Buy,New,8080167
Magarpatta,2,Non-Furnished,Buy,New,9512446
Magarpatta,2,Non-Furnished,Buy,New,9313436
Magarpatta,2,Non-Furnished,Buy,New,8238636
Magarpatta,2,Non-Furnished,Buy,New,9519082
Magarpatta,2,Non-Furnished,Buy,New,9500047
Magarpatta,2,Non-Furnished,Buy,New,9089747
Magarpatta,2,Non-Furnished,Buy,New,9780978
Magarpatta,2,Non-Furnished,Buy,New,8578166
Magarpatta,2,Non-Furnished,Buy,PreOwned,7581578
Magarpatta,2,Non-Furnished,Buy,PreOwned,7973988
Magarpatta,2,Non-Furnished,Buy,PreOwned,7369136
Magarpatta,2,Non-Furnished,Buy,PreOwned,8065509
Magarpatta,2,Non-Furnished,Buy,PreOwned,7501534
Magarpatta,2,Non-Furnished,Buy,PreOwned,7754697
Magarpatta,2,Non-Furnished,Buy,PreOwned,7576259
Magarpatta,2,Non-Furnished,Buy,PreOwned,7356448
Magarpatta,2,Non-Furnished,Buy,PreOwned,7598716
Magarpatta,2,Non-Furnished,Buy,PreOwned,7323082
Magarpatta,2,Non-Furnished,Buy,PreOwned,8059913
Magarpatta,2,Non-Furnished,Buy,PreOwned,7790960
Magarpatta,3,Furnished,Rent,None,58350
Magarpatta,3,Furnished,Rent,None,54835
Magarpatta,3,Furnished,Rent,None,60332
Magarpatta,3,Furnished,Rent,None,61561
Magarpatta,3,Furnished,Rent,None,57574
Magarpatta,3,Furnished,Rent,None,53380
Magarpatta,3,Furnished,Rent,None,56642
Magarpatta,3,Furnished,Rent,None,61186
Magarpatta,3,Furnished,Rent,None,60326
Magarpatta,3,Furnished,Rent,None,60050
Magarpatta,3,Furnished,Rent,None,62719
Magarpatta,3,Furnished,Rent,None,59405
Magarpatta,3,Furnished,Buy,New,15676125
Magarpatta,3,Furnished,Buy,New,14618489
Magarpatta,3,Furnished,Buy,New,15755591
Magarpatta,3,Furnished,Buy,New,14888838
Magarpatta,3,Furnished,Buy,New,14818246
Magarpatta,3,Furnished,Buy,New,16213583
Magarpatta,3,Furnished,Buy,New,15650741
Magarpatta,3,Furnished,Buy,New,15504084
Magarpatta,3,Furnished,Buy,New,15843571
Magarpatta,3,Furnished,Buy,New,15379820
Magarpatta,3,Furnished,Buy,New,16414051
Magarpatta,3,Furnished,Buy,New,16597641
Magarpatta,3,Furnished,Buy,PreOwned,14188301
Magarpatta,3,Furnished,Buy,PreOwned,14203988
Magarpatta,3,Furnished,Buy,PreOwned,13179701
Magarpatta,3,Furnished,Buy,PreOwned,14300929
Magarpatta,3,Furnished,Buy,PreOwned,14298731
Magarpatta,3,Furnished,Buy,PreOwned,14062619
Magarpatta,3,Furnished,Buy,PreOwned,14743648
Magarpatta,3,Furnished,Buy,PreOwned,14120700
Magarpatta,3,Furnished,Buy,PreOwned,14203543
Magarpatta,3,Furnished,Buy,PreOwned,13647506
Magarpatta,3,Furnished,Buy,PreOwned,14408507
Magarpatta,3,Furnished,Buy,PreOwned,13684519
Magarpatta,3,Non-Furnished,Rent,None,48204
Magarpatta,3,Non-Furnished,Rent,None,52949
Magarpatta,3,Non-Furnished,Rent,None,48889
Magarpatta,3,Non-Furnished,Rent,None,50867
Magarpatta,3,Non-Furnished,Rent,None,48792
Magarpatta,3,Non-Furnished,Rent,None,52148
Magarpatta,3,Non-Furnished,Rent,None,52352
Magarpatta,3,Non-Furnished,Rent,None,48317
Magarpatta,3,Non-Furnished,Rent,None,52717
Magarpatta,3,Non-Furnished,Rent,None,50915
Magarpatta,3,Non-Furnished,Rent,None,52199
Magarpatta,3,Non-Furnished,Rent,None,51621
Magarpatta,3,Non-Furnished,Buy,New,14086651
Magarpatta,3,Non-Furnished,Buy,New,15639309
Magarpatta,3,Non-Furnished,Buy,New,14084811
Magarpatta,3,Non-Furnished,Buy,New,14206112
Magarpatta,3,Non-Furnished,Buy,New,16045393
Magarpatta,3,Non-Furnished,Buy,New,14968561
Magarpatta,3,Non-Furnished,Buy,New,14178050
Magarpatta,3,Non-Furnished,Buy,New,14354937
Magarpatta,3,Non-Furnished,Buy,New,15048326
Magarpatta,3,Non-Furnished,Buy,New,14143218
Magarpatta,3,Non-Furnished,Buy,New,15574819
Magarpatta,3,Non-Furnished,Buy,New,14187580
Magarpatta,3,Non-Furnished,Buy,PreOwned,13021786
Magarpatta,3,Non-Furnished,Buy,PreOwned,13127668
Magarpatta,3,Non-Furnished,Buy,PreOwned,13161486
Magarpatta,3,Non-Furnished,Buy,PreOwned,13228953
Magarpatta,3,Non-Furnished,Buy,PreOwned,12855975
Magarpatta,3,Non-Furnished,Buy,PreOwned,13543168
Magarpatta,3,Non-Furnished,Buy,PreOwned,12782792
Magarpatta,3,Non-Furnished,Buy,PreOwned,13258694
Magarpatta,3,Non-Furnished,Buy,PreOwned,12756102
Magarpatta,3,Non-Furnished,Buy,PreOwned,13132497
Magarpatta,3,Non-Furnished,Buy,PreOwned,12913753
Magarpatta,3,Non-Furnished,Buy,PreOwned,12973717
Magarpatta,4,Furnished,Rent,None,88797
Magarpatta,4,Furnished,Rent,None,88726
Magarpatta,4,Furnished,Rent,None,95753
Magarpatta,4,Furnished,Rent,None,95995
Magarpatta,4,Furnished,Rent,None,92170
Magarpatta,4,Furnished,Rent,None,94516
Magarpatta,4,Furnished,Rent,None,99372
Magarpatta,4,Furnished,Rent,None,96436
Magarpatta,4,Furnished,Rent,None,96369
Magarpatta,4,Furnished,Rent,None,88871
Magarpatta,4,Furnished,Rent,None,92297
Magarpatta,4,Furnished,Rent,None,95235
Magarpatta,4,Furnished,Buy,New,21877976
Magarpatta,4,Furnished,Buy,New,22127831
Magarpatta,4,Furnished,Buy,New,22151805
Magarpatta,4,Furnished,Buy,New,21490482
Magarpatta,4,Furnished,Buy,New,22641294
Magarpatta,4,Furnished,Buy,New,22071169
Magarpatta,4,Furnished,Buy,New,23350491
Magarpatta,4,Furnished,Buy,New,23852091
Magarpatta,4,Furnished,Buy,New,23115616
Magarpatta,4,Furnished,Buy,New,23175542
Magarpatta,4,Furnished,Buy,New,21985944
Magarpatta,4,Furnished,Buy,New,22844710
Magarpatta,4,Furnished,Buy,PreOwned,20993530
Magarpatta,4,Furnished,Buy,PreOwned,20921574
Magarpatta,4,Furnished,Buy,PreOwned,21486395
Magarpatta,4,Furnished,Buy,PreOwned,21618204
Magarpatta,4,Furnished,Buy,PreOwned,21537038
Magarpatta,4,Furnished,Buy,PreOwned,20623802
Magarpatta,4,Furnished,Buy,PreOwned,20885352
Magarpatta,4,Furnished,Buy,PreOwned,21058977
Magarpatta,4,Furnished,Buy,PreOwned,20825098
Magarpatta,4,Furnished,Buy,PreOwned,21093182
Magarpatta,4,Furnished,Buy,PreOwned,20733859
Magarpatta,4,Furnished,Buy,PreOwned,21812883
Magarpatta,4,Non-Furnished,Rent,None,85674
Magarpatta,4,Non-Furnished,Rent,None,85425
Magarpatta,4,Non-Furnished,Rent,None,85369
Magarpatta,4,Non-Furnished,Rent,None,83581
Magarpatta,4,Non-Furnished,Rent,None,87613
Magarpatta,4,Non-Furnished,Rent,None,85480
Magarpatta,4,Non-Furnished,Rent,None,85044
Magarpatta,4,Non-Furnished,Rent,None,87078
Magarpatta,4,Non-Furnished,Rent,None,86282
Magarpatta,4,Non-Furnished,Rent,None,85410
Magarpatta,4,Non-Furnished,Rent,None,83532
Magarpatta,4,Non-Furnished,Rent,None,85261
Magarpatta,4,Non-Furnished,Buy,New,22343192
Magarpatta,4,Non-Furnished,Buy,New,22340784
Magarpatta,4,Non-Furnished,Buy,New,21184393
Magarpatta,4,Non-Furnished,Buy,New,21831021
Magarpatta,4,Non-Furnished,Buy,New,22330139
Magarpatta,4,Non-Furnished,Buy,New,20929117
Magarpatta,4,Non-Furnished,Buy,New,22455949
Magarpatta,4,Non-Furnished,Buy,New,21144365
Magarpatta,4,Non-Furnished,Buy,New,21476296
Magarpatta,4,Non-Furnished,Buy,New,22648694
Magarpatta,4,Non-Furnished,Buy,New,20841399
Magarpatta,4,Non-Furnished,Buy,New,20760532
Magarpatta,4,Non-Furnished,Buy,PreOwned,20214740
Magarpatta,4,Non-Furnished,Buy,PreOwned,20254673
Magarpatta,4,Non-Furnished,Buy,PreOwned,20003639
Magarpatta,4,Non-Furnished,Buy,PreOwned,20134576
Magarpatta,4,Non-Furnished,Buy,PreOwned,20466633
Magarpatta,4,Non-Furnished,Buy,PreOwned,19852627
Magarpatta,4,Non-Furnished,Buy,PreOwned,20398856
Magarpatta,4,Non-Furnished,Buy,PreOwned,20296334
Magarpatta,4,Non-Furnished,Buy,PreOwned,19965809
Magarpatta,4,Non-Furnished,Buy,PreOwned,19806380
Magarpatta,4,Non-Furnished,Buy,PreOwned,20562669
Magarpatta,4,Non-Furnished,Buy,PreOwned,20459148
Magarpatta,5,Furnished,Rent,None,139330
Magarpatta,5,Furnished,Rent,None,142479
Magarpatta,5,Furnished,Rent,None,136431
Magarpatta,5,Furnished,Rent,None,144500
Magarpatta,5,Furnished,Rent,None,139217
Magarpatta,5,Furnished,Rent,None,134821
Magarpatta,5,Furnished,Rent,None,138076
Magarpatta,5,Furnished,Rent,None,139023
Magarpatta,5,Furnished,Rent,None,138388
Magarpatta,5,Furnished,Rent,None,134382
Magarpatta,5,Furnished,Rent,None,140673
Magarpatta,5,Furnished,Rent,None,134533
Magarpatta,5,Furnished,Buy,New,33076669
Magarpatta,5,Furnished,Buy,New,33046492
Magarpatta,5,Furnished,Buy,New,33513755
Magarpatta,5,Furnished,Buy,New,33136269
Magarpatta,5,Furnished,Buy,New,32816446
Magarpatta,5,Furnished,Buy,New,32881303
Magarpatta,5,Furnished,Buy,New,33289244
Magarpatta,5,Furnished,Buy,New,33396385
Magarpatta,5,Furnished,Buy,New,33924083
Magarpatta,5,Furnished,Buy,New,33690927
Magarpatta,5,Furnished,Buy,New,33695405
Magarpatta,5,Furnished,Buy,New,32426161
Magarpatta,5,Furnished,Buy,PreOwned,30926668
Magarpatta,5,Furnished,Buy,PreOwned,31457178
Magarpatta,5,Furnished,Buy,PreOwned,31331209
Magarpatta,5,Furnished,Buy,PreOwned,31431926
Magarpatta,5,Furnished,Buy,PreOwned,30737125
Magarpatta,5,Furnished,Buy,PreOwned,31451051
Magarpatta,5,Furnished,Buy,PreOwned,31230055
Magarpatta,5,Furnished,Buy,PreOwned,30798560
Magarpatta,5,Furnished,Buy,PreOwned,30403595
Magarpatta,5,Furnished,Buy,PreOwned,31102910
Magarpatta,5,Furnished,Buy,PreOwned,31282800
Magarpatta,5,Furnished,Buy,PreOwned,30807561
Magarpatta,5,Non-Furnished,Rent,None,132706
Magarpatta,5,Non-Furnished,Rent,None,131879
Magarpatta,5,Non-Furnished,Rent,None,131985
Magarpatta,5,Non-Furnished,Rent,None,132288
Magarpatta,5,Non-Furnished,Rent,None,132102
Magarpatta,5,Non-Furnished,Rent,None,128726
Magarpatta,5,Non-Furnished,Rent,None,132350
Magarpatta,5,Non-Furnished,Rent,None,129747
Magarpatta,5,Non-Furnished,Rent,None,128022
Magarpatta,5,Non-Furnished,Rent,None,129234
Magarpatta,5,Non-Furnished,Rent,None,131625
Magarpatta,5,Non-Furnished,Rent,None,132291
Magarpatta,5,Non-Furnished,Buy,New,32395200
Magarpatta,5,Non-Furnished,Buy,New,31135834
Magarpatta,5,Non-Furnished,Buy,New,31268064
Magarpatta,5,Non-Furnished,Buy,New,32079424
Magarpatta,5,Non-Furnished,Buy,New,31792750
Magarpatta,5,Non-Furnished,Buy,New,32770779
Magarpatta,5,Non-Furnished,Buy,New,32536803
Magarpatta,5,Non-Furnished,Buy,New,32714792
Magarpatta,5,Non-Furnished,Buy,New,31086774
Magarpatta,5,Non-Furnished,Buy,New,31016912
Magarpatta,5,Non-Furnished,Buy,New,31801573
Magarpatta,5,Non-Furnished,Buy,New,31637352
Magarpatta,5,Non-Furnished,Buy,PreOwned,29847590
Magarpatta,5,Non-Furnished,Buy,PreOwned,30018368
Magarpatta,5,Non-Furnished,Buy,PreOwned,30368313
Magarpatta,5,Non-Furnished,Buy,PreOwned,30527839
Magarpatta,5,Non-Furnished,Buy,PreOwned,29918973
Magarpatta,5,Non-Furnished,Buy,PreOwned,30002011
Magarpatta,5,Non-Furnished,Buy,PreOwned,29894894
Magarpatta,5,Non-Furnished,Buy,PreOwned,30342775
Magarpatta,5,Non-Furnished,Buy,PreOwned,30017859
Magarpatta,5,Non-Furnished,Buy,PreOwned,29866562
Magarpatta,5,Non-Furnished,Buy,PreOwned,30468611
Magarpatta,5,Non-Furnished,Buy,PreOwned,30395708
Balewadi,1,Furnished,Rent,None,22038
Balewadi,1,Furnished,Rent,None,26430
Balewadi,1,Furnished,Rent,None,23262
Balewadi,1,Furnished,Rent,None,28512
Balewadi,1,Furnished,Rent,None,20407
Balewadi,1,Furnished,Rent,None,26300
Balewadi,1,Furnished,Rent,None,29861
Balewadi,1,Furnished,Rent,None,25190
Balewadi,1,Furnished,Rent,None,23072
Balewadi,1,Furnished,Rent,None,23106
Balewadi,1,Furnished,Rent,None,20431
Balewadi,1,Furnished,Rent,None,25131
Balewadi,1,Furnished,Buy,New,5246574
Balewadi,1,Furnished,Buy,New,8174183
Balewadi,1,Furnished,Buy,New,7721754
Balewadi,1,Furnished,Buy,New,6067786
Balewadi,1,Furnished,Buy,New,6102634
Balewadi,1,Furnished,Buy,New,7515243
Balewadi,1,Furnished,Buy,New,5919070
Balewadi,1,Furnished,Buy,New,6555663
Balewadi,1,Furnished,Buy,New,5908497
Balewadi,1,Furnished,Buy,New,6824019
Balewadi,1,Furnished,Buy,New,6816937
Balewadi,1,Furnished,Buy,New,5241050
Balewadi,1,Furnished,Buy,PreOwned,5511041
Balewadi,1,Furnished,Buy,PreOwned,5294994
Balewadi,1,Furnished,Buy,PreOwned,4787414
Balewadi,1,Furnished,Buy,PreOwned,4828498
Balewadi,1,Furnished,Buy,PreOwned,5597147
Balewadi,1,Furnished,Buy,PreOwned,5882694
Balewadi,1,Furnished,Buy,PreOwned,5016892
Balewadi,1,Furnished,Buy,PreOwned,5331290
Balewadi,1,Furnished,Buy,PreOwned,5206538
Balewadi,1,Furnished,Buy,PreOwned,5679247
Balewadi,1,Furnished,Buy,PreOwned,5105481
Balewadi,1,Furnished,Buy,PreOwned,4663986
Balewadi,1,Non-Furnished,Rent,None,18195
Balewadi,1,Non-Furnished,Rent,None,18191
Balewadi,1,Non-Furnished,Rent,None,16861
Balewadi,1,Non-Furnished,Rent,None,19849
Balewadi,1,Non-Furnished,Rent,None,16447
Balewadi,1,Non-Furnished,Rent,None,17219
Balewadi,1,Non-Furnished,Rent,None,19407
Balewadi,1,Non-Furnished,Rent,None,19831
Balewadi,1,Non-Furnished,Rent,None,16801
Balewadi,1,Non-Furnished,Rent,None,17009
Balewadi,1,Non-Furnished,Rent,None,18952
Balewadi,1,Non-Furnished,Rent,None,16743
Balewadi,1,Non-Furnished,Buy,New,5934551
Balewadi,1,Non-Furnished,Buy,New,5599994
Balewadi,1,Non-Furnished,Buy,New,6223791
Balewadi,1,Non-Furnished,Buy,New,5877615
Balewadi,1,Non-Furnished,Buy,New,5992210
Balewadi,1,Non-Furnished,Buy,New,4919473
Balewadi,1,Non-Furnished,Buy,New,7026037
Balewadi,1,Non-Furnished,Buy,New,5570116
Balewadi,1,Non-Furnished,Buy,New,5235208
Balewadi,1,Non-Furnished,Buy,New,6160911
Balewadi,1,Non-Furnished,Buy,New,5943467
Balewadi,1,Non-Furnished,Buy,New,6473341
Balewadi,1,Non-Furnished,Buy,PreOwned,3946824
Balewadi,1,Non-Furnished,Buy,PreOwned,4038925
Balewadi,1,Non-Furnished,Buy,PreOwned,4531077
Balewadi,1,Non-Furnished,Buy,PreOwned,4534499
Balewadi,1,Non-Furnished,Buy,PreOwned,4426927
Balewadi,1,Non-Furnished,Buy,PreOwned,3764271
Balewadi,1,Non-Furnished,Buy,PreOwned,3893241
Balewadi,1,Non-Furnished,Buy,PreOwned,4151631
Balewadi,1,Non-Furnished,Buy,PreOwned,3881941
Balewadi,1,Non-Furnished,Buy,PreOwned,4123905
Balewadi,1,Non-Furnished,Buy,PreOwned,3976499
Balewadi,1,Non-Furnished,Buy,PreOwned,3750592
Balewadi,2,Furnished,Rent,None,38131
Balewadi,2,Furnished,Rent,None,35517
Balewadi,2,Furnished,Rent,None,35711
Balewadi,2,Furnished,Rent,None,32828
Balewadi,2,Furnished,Rent,None,36666
Balewadi,2,Furnished,Rent,None,36392
Balewadi,2,Furnished,Rent,None,39456
Balewadi,2,Furnished,Rent,None,41244
Balewadi,2,Furnished,Rent,None,39608
Balewadi,2,Furnished,Rent,None,36693
Balewadi,2,Furnished,Rent,None,37618
Balewadi,2,Furnished,Rent,None,38576
Balewadi,2,Furnished,Buy,New,9819684
Balewadi,2,Furnished,Buy,New,10868552
Balewadi,2,Furnished,Buy,New,9777225
Balewadi,2,Furnished,Buy,New,9523275
Balewadi,2,Furnished,Buy,New,11280735
Balewadi,2,Furnished,Buy,New,10349034
Balewadi,2,Furnished,Buy,New,10859230
Balewadi,2,Furnished,Buy,New,9563382
Balewadi,2,Furnished,Buy,New,10100906
Balewadi,2,Furnished,Buy,New,10311707
Balewadi,2,Furnished,Buy,New,9915953
Balewadi,2,Furnished,Buy,New,9295769
Balewadi,2,Furnished,Buy,PreOwned,7727472
Balewadi,2,Furnished,Buy,PreOwned,8047035
Balewadi,2,Furnished,Buy,PreOwned,7962115
Balewadi,2,Furnished,Buy,PreOwned,8570467
Balewadi,2,Furnished,Buy,PreOwned,8081248
Balewadi,2,Furnished,Buy,PreOwned,7903026
Balewadi,2,Furnished,Buy,PreOwned,8962596
Balewadi,2,Furnished,Buy,PreOwned,8740363
Balewadi,2,Furnished,Buy,PreOwned,7754642
Balewadi,2,Furnished,Buy,PreOwned,8465539
Balewadi,2,Furnished,Buy,PreOwned,8442591
Balewadi,2,Furnished,Buy,PreOwned,8476789
Balewadi,2,Non-Furnished,Rent,None,30494
Balewadi,2,Non-Furnished,Rent,None,31806
Balewadi,2,Non-Furnished,Rent,None,31427
Balewadi,2,Non-Furnished,Rent,None,30917
Balewadi,2,Non-Furnished,Rent,None,30133
Balewadi,2,Non-Furnished,Rent,None,29656
Balewadi,2,Non-Furnished,Rent,None,28869
Balewadi,2,Non-Furnished,Rent,None,28386
Balewadi,2,Non-Furnished,Rent,None,28839
Balewadi,2,Non-Furnished,Rent,None,32118
Balewadi,2,Non-Furnished,Rent,None,32118
Balewadi,2,Non-Furnished,Rent,None,28757
Balewadi,2,Non-Furnished,Buy,New,9042522
Balewadi,2,Non-Furnished,Buy,New,8716000
Balewadi,2,Non-Furnished,Buy,New,8716511
Balewadi,2,Non-Furnished,Buy,New,9382327
Balewadi,2,Non-Furnished,Buy,New,9766780
Balewadi,2,Non-Furnished,Buy,New,8323029
Balewadi,2,Non-Furnished,Buy,New,10335822
Balewadi,2,Non-Furnished,Buy,New,9415737
